show_id,type,title,director,cast,country,date_added,release_year,duration,description,genre
S77,Movie,1St Summoning,Raymond Wood,"Hayley Lovitt, Teddy Cole, Brook Todd, Ace Harney, Jason Macdonald",United States,26-07-2019,2018,94,"Student Filmmakers Uncover Occult Rituals Tied To An Abandoned Warehouse, Then Gradually Realize The Horror Is Closer Than They Think.",Horror Movies
S78,Movie,2 Alone In Paris,"Ramzy Bedia, Éric Judor","Ramzy Bedia, Éric Judor, Benoît Magimel, Kristin Scott Thomas, Élodie Bouchez, Édouard Baer, Fred Testot, Omar Sy",France,01-06-2020,2008,97,"A Bumbling Paris Policeman Is Doggedly Determined To Capture The Master Thief That Repeatedly Eludes Him, Even When They'Re The Last Two Men On Earth.",Comedies
S79,Movie,2 States,Abhishek Varman,"Alia Bhatt, Arjun Kapoor, Ronit Roy, Amrita Singh, Revathy, Aru Krishansh Verma",India,04-08-2018,2014,143,"Graduate Students Krish And Ananya Hope To Win Their Parents' Approval Before They Marry, But The Two Families Clash Over Their Cultural Differences.",Comedies
S80,Movie,20 Feet From Stardom,Morgan Neville,"Darlene Love, Merry Clayton, Lisa Fischer, Táta Vega, Claudia Lennear, Judith Hill, Bruce Springsteen, Mick Jagger, Stevie Wonder, Sting, Bette Midler, Cissy Houston, Sheryl Crow, Tata Vega",United States,22-09-2018,2013,91,"Winner Of The 2014 Academy Award For Best Documentary Feature, This Film Takes A Look At The World Of Backup Vocalists And The Legends They Support.",Documentaries
S81,Tv Show,20 Minutes,Unknown,"Tuba Büyüküstün, Ilker Aksum, Bülent Emin Yarar, İpek Bilgin, Müjde Uzman, Firat Çelik, Ayten Uncuoglu, Cihat Tamer",Turkey,15-08-2017,2013,1,"When His Wife Is Convicted Of Murder, A Horrified Family Man Races To Prove Her Innocence While A Dogged Investigator Sets Out To Uncover The Truth.",Crime Tv
S82,Movie,2015 Dream Concert,Unknown,"4Minute, B1A4, Btob, Elsie, Exid, Exo, Got7, Infinite, Kara, Shinee, Sistar, Vixx, Nine Muses, Bts, Secret, Topp Dogg",South Korea,28-04-2017,2015,107,"The World'S Biggest K-Pop Festival Marked Its 21St Year In 2015, With Groups Such As Exo, 4Minute And Shinee Electrifying The Seoul World Cup Stadium.",International Movies
S83,Movie,2036 Origin Unknown,Hasraf Dulull,"Katee Sackhoff, Ray Fearon, Julie Cox, Steven Cree, David Tse, Joe David Walters",United Kingdom,20-12-2018,2018,95,"Working With An Artificial Intelligence To Investigate The Failure Of A Deadly Mars Landing, A Mission Controller Makes An Astonishing Discovery.",Sci-Fi
S84,Movie,20Th Century Women,Mike Mills,"Annette Bening, Elle Fanning, Greta Gerwig, Lucas Jade Zumann, Billy Crudup",United States,28-06-2019,2016,119,"In 1979, Single Bohemian Mom Dorothea, Hoping To Help Her Teen Son Find His Place As A Man, Asks Two Young Women To Share Their Lives With Him.",Dramas
S85,Movie,21 & Over,"Jon Lucas, Scott Moore","Miles Teller, Skylar Astin, Justin Chon, Sarah Wright, Jonathan Keltz, François Chau, Russell Hodgkinson, Daniel Booko, Russell Mercado, Josie Loren, Dustin Ybarra",United States,16-04-2019,2013,93,Jeff'S Straight-And-Narrow Life Changes Abruptly When His Buddies Take Him Out For A Birthday Bash – The Night Before A Crucial Med School Interview.,Comedies
S86,Tv Show,21 Again,Unknown,Laura Morgan,United Kingdom,01-07-2020,2019,1,"In A Social Experiment, A Group Of Daughters Sends Their Mothers, Disguised As 21-Year-Olds, Into The World To Experience Life As A Member Of Gen Z.",British Tv
S87,Tv Show,21 Sarfarosh: Saragarhi 1897,Unknown,"Luke Kenny, Mohit Raina, Mukul Dev",India,01-12-2018,2018,1,"In One Of History'S Greatest Last Stands, A Battalion Of 21 Sikh Soldiers Fights To Defend Their Outpost From Attack By Over 10,000 Afghans.",International Tv
S88,Tv Show,21 Thunder,Unknown,"Stephanie Bennett, Emmanuel Kabongo, Rj Fetherstonhaugh, Andres Joseph, Kevin Claydon, Conrad Pla, Clark Backo, Ryan Pierce, Eileen Li, Susan Bain, Cristina Rosato, Jonathan Kim, Colm Feore",Canada,01-03-2018,2017,1,"Players And Coaches For A Montreal Soccer Team Chase Dreams Of Stardom While Their Personal Lives Erupt With Love, Fear, Passion And Violence.",Crime Tv
S89,Movie,2307: Winter'S Dream,Joey Curtis,"Paul Sidhu, Arielle Holmes, Branden Coles, Kelcey Watson, Anne-Solenne Hatte, Brad Potts, Timothy Lee Depriest, Fernando Argosino, Duchess Dukes, Harwood Gordon, Stormi Henley",United States,01-03-2018,2016,101,"In The Frozen Tundra Of A Futuristic Arizona Where Humans Have Been Forced Underground, A Soldier Hunts The Bioengineered Leader Of A Rebellion.",Action
S90,Movie,24 Hours To Live,Brian Smrz,"Ethan Hawke, Xu Qing, Paul Anderson, Rutger Hauer, Tyrone Keogh, Nathalie Boltt, Liam Cunningham",South Africa,07-04-2018,2017,93,"Revived By An Experimental Procedure, A Hit Man Gets To Live An Extra 24 Hours – Which He Uses To Avenge His Dead Wife And Child And Redeem Himself.",Action
S91,Movie,25 Kille,Simranjit Singh Hundal,"Guggu Gill, Yograj Singh, Sonia Mann, Jimmy Sharma, Sapna Bassi, Lakha Lakhwinder Singh, Sandeep Kaur Sandy, Sardar Sohi",India,01-10-2018,2016,140,"Four Brothers Learn That They Have Inherited Ancestral Land, But Must Fight To Claim It When A Greedy Feudal Lord Threatens To Take It Over.",Action
S92,Movie,26 Years,Geun-Hyun Cho,"Goo Jin, Hye-Jin Han, Soo-Bin Bae, Seul-Ong Im, Kyeong-Yeong Lee, Gwang Jang, Deok-Jae Jo, Eui-Sung Kim, Seok-Hwan An, Bok-Gi Min",South Korea,01-10-2017,2012,135,"Twenty-Six Years After The 1980 Massacre At Gwangju, South Korea, Three Relatives Of The Victims Come Together To Avenge The Infamous Orchestrator.",Dramas
S93,Movie,"27, El Club De Los Malditos",Nicanor Loreti,"Diego Capusotto, Sofía Gala, Daniel Aráoz, Willy Toledo, El Polaco, Paula Manzone, Yayo Guridi, Guillermo Toledo",Argentina,01-05-2018,2018,82,"After A Musician Dies Under Suspicious Circumstances, A Hard-Drinking Detective And A Music Fan Investigate Why Rock Stars Often Die At The Age Of 27.",Action
S94,Movie,27: Gone Too Soon,Simon Napier-Bell,"Janis Joplin, Jimi Hendrix, Amy Winehouse, Jim Morrison, Kurt Cobain",United Kingdom,01-05-2018,2017,70,"Explore The Circumstances Surrounding The Tragic Deaths At 27 Of Jimi Hendrix, Jim Morrison, Brian Jones, Janis Joplin, Kurt Cobain And Amy Winehouse.",Documentaries
S95,Movie,28 Days,Betty Thomas,"Sandra Bullock, Viggo Mortensen, Dominic West, Diane Ladd, Elizabeth Perkins, Steve Buscemi, Alan Tudyk, Mike O'Malley, Azura Skye, Reni Santoni, Marianne Jean-Baptiste",United States,30-09-2020,2000,104,"After Her Drunken Antics Result In Property Damage, An Alcoholic Journalist Enters Rehab – And Soon Meets A Fellow Resident Who Changes Her Outlook.",Comedies
S96,Tv Show,28 Moons,Unknown,"Jin-Sung Yang, Kyu-Jong Kim, Tae-Hwan Kang, Geummi",South Korea,10-06-2017,2016,1,"When Her Fiancé Acts Strangely Upon Receiving A Mysterious Invitation, A Florist Sets Out To Find Out The Truth Behind The Tiny Scrap Of Paper.",International Tv
S97,Movie,3 Days To Kill,Mcg,"Kevin Costner, Amber Heard, Hailee Steinfeld, Connie Nielsen, Tómas Lemarquis, Richard Sammel, Marc Andréoni, Bruno Ricci, Jonas Bloquet, Eriq Ebouaney",United States,01-12-2020,2014,117,A Terminally Ill Secret Agent Accepts A Risky Mission In Exchange For An Experimental Drug That Might Save Him – If He Can Survive Its Side Effects.,Action
S98,Movie,3 Deewarein,Nagesh Kukunoor,"Naseeruddin Shah, Jackie Shroff, Juhi Chawla, Nagesh Kukunoor, Gulshan Grover, Aditya Lakhia, Shri Vallabh Vyas",Unknown,31-12-2019,2003,121,"A Reporter Interviews Three Convicts On Death Row For A Documentary But As Their Stories Emerge, So Do Her Own True Motivations For Soliciting Them.",Dramas
S99,Movie,3 Generations,Gaby Dellal,"Elle Fanning, Naomi Watts, Susan Sarandon, Tate Donovan, Linda Emond, Jordan Carlos, Sam Trammell, Maria Dizzia, Tessa Albertson",United States,28-08-2017,2015,92,"When Teenage Ray Begins Transitioning From Female To Male, His Single Mom And Grandmother Must Cope With The Change While Tracking Down His Father.",Dramas
S100,Movie,3 Heroines,Iman Brotoseno,"Reza Rahadian, Bunga Citra Lestari, Tara Basro, Chelsea Islan",Indonesia,05-01-2019,2016,124,Three Indonesian Women Break Records By Becoming The First Of Their Nation To Medal In Archery At The Seoul Olympics In The Summer Of 1988.,Dramas
S101,Movie,3 Idiots,Rajkumar Hirani,"Aamir Khan, Kareena Kapoor, Madhavan, Sharman Joshi, Omi Vaidya, Boman Irani, Mona Singh, Javed Jaffrey",India,01-08-2019,2009,164,"While Attending One Of India'S Premier Colleges, Three Miserable Engineering Students And Best Friends Struggle To Beat The School'S Draconian System.",Comedies
S102,Movie,3 Seconds Divorce,Shazia Javed,Not Available,Canada,15-06-2019,2018,53,"A Muslim Women'S Activist Group In India Protests Against Oral Divorces, Starting A Movement To Reclaim Their Religious And Constitutional Rights.",Documentaries
S103,Movie,3 Türken & Ein Baby,Sinan Akkuş,"Kostja Ullmann, Eko Fresh, Kida Khodr Ramadan, Sabrina Klüber, Sami Nasser, Kayla Rybicka, Jytte-Merle Böhrnsen, Emrah Erdogru, Tim Grothe, Hülya Duyar",Germany,15-12-2016,2015,93,The Lives Of Three Dissatisfied Brothers Running A Family Bridal Shop Turn Topsy-Turvy When One Of Them Has To Care For His Ex-Girlfriend'S Baby.,Comedies
S104,Movie,30 Days Of Luxury,Hani Hamdi,"Taher Farouz, Sad Al-Saghir, Ahmad Faloks, Soleiman Eid, Mahmood El-Laithi, Hesham Ismail, Shaima Saif, Nermin Maher, Sofinar",Egypt,18-04-2019,2016,91,"With The Help Of His Friends, A Man Breaks Out Of Prison In Hopes Of Restoring A Lively Nightclub.",Comedies
S105,Movie,30 Minutes Or Less,Ruben Fleischer,"Jesse Eisenberg, Danny Mcbride, Aziz Ansari, Nick Swardson, Dilshad Vadsaria, Michael Peña, Bianca Kajlich, Fred Ward",United States,01-01-2021,2011,83,Two Crooks Planning A Bank Heist Wind Up Abducting A Pizza Delivery Driver And Force Him To Commit The Robbery — With A Strict Time Limit.,Action
S106,Movie,300 Miles To Heaven,Maciej Dejczer,"Krzysztof Stroiński, Andrzej Mellin, Adrianna Biedrzyńska, Adrianna Biedrzyńska, Rafał Zimowski, Kama Kowalewska, Wiesław Komasa, Aleksander Bednarz, Jadwiga Jankowska-Cieslak, Wojciech Klata",Denmark,01-10-2019,1989,93,"Hoping To Help Their Dissident Parents, Two Brothers Sneak Out Of Poland And Land As Refugees In Denmark, Where They Are Prevented From Returning Home.",Dramas
S107,Movie,365 Days,"Barbara Białowąs, Tomasz Mandes","Anna-Maria Sieklucka, Michele Morrone, Bronisław Wrocławski, Otar Saralidze, Magdalena Lamparska, Natasza Urbańska, Grażyna Szapołowska, Tomasz Stockinger, Gianni Parisi, Mateusz Łasowski",Poland,07-06-2020,2020,114,"A Fiery Executive In A Spiritless Relationship Falls Victim To A Dominant Mafia Boss, Who Imprisons Her And Gives Her One Year To Fall In Love With Him.",Dramas
S108,Movie,37 Seconds,Hikari,"Mei Kayama, Misuzu Kanno, Shunsuke Daitoh, Makiko Watanabe, Yoshihiko Kumashino, Minori Hagiwara, Shohei Uno, Yuka Itaya, Kiyohiko Shibukawa, Eita Okuno, Haruka Imou, Toshinori Omi",Japan,31-01-2020,2020,116,"Trapped By Society And Familial Obligations, A Young Manga Artist Goes On An Unconventional Journey For Sexual Freedom And Personal Liberation.",Dramas
S109,Tv Show,3Below: Tales Of Arcadia,Unknown,"Tatiana Maslany, Diego Luna, Nick Offerman, Nick Frost, Glenn Close, Alon Aboutboul, Hayley Atwell, Darin De Paul, Andy Garcia, Cheryl Hines, Tom Kenny, Chris Obi, Cole Sand, Frank Welker, Steven Yeun",United States,12-07-2019,2019,2,"After Crash-Landing On Earth, Two Royal Teen Aliens On The Run Struggle To Blend In With Humans As They Evade Intergalactic Bounty Hunters.",Kids
S110,Movie,40 Sticks,Victor Gatonye,"Robert Agengo, Mwaura Bilal, Andreo Kamau, Cajetan Boy, Arabron Nyyeneque, Shiviske Shivisi, Xavier Ywaya",Kenya,20-11-2020,2019,93,"When Their Prison Bus Crashes In A Forest On A Rainy Night, A Group Of Criminals Finds Themselves Battling Wild Animals And A Mysterious Killer.",International Movies
S111,Movie,42 Grams,Jack C. Newell,Jake Bickelhaupt,United States,01-02-2018,2017,81,"After Launching A Successful Underground Restaurant Out Of Their Apartment, An Ambitious Chef And His Wife Open An All-Consuming Upscale Eatery.",Documentaries
S112,Tv Show,44 Cats,Unknown,"Sarah Natochenny, Suzy Myers, Simona Berman, Erica Schroeder, Marca Leigh, Scottie Ray, Henry F. Benjamin",Italy,01-10-2020,2018,2,"Paw-Esome Tales Abound When Singing Furry Friends Lampo, Milady, Pilou And Meatball Band Together.",Kids
S113,Tv Show,45 Rpm,Unknown,"Carlos Cuevas, Guiomar Puerta, Iván Marcos, Israel Elejalde, Eudald Font, Luis Larrodera, Carmen Gutiérrez, Diana Gómez, Vito Sanz, Marina San José, Pere Ponce, Joan Pera",Spain,16-08-2019,2019,1,"In 1960S Madrid, Music Producer Guillermo Rojas Launches A Rock 'N' Roll Label With The Help Of Aspiring Singer Robert And Clever Producer Maribel.",International Tv
S114,Movie,48 Christmas Wishes,"Marco Deufemia, Justin G. Dyck","Khiyla Aynne, Noah Dyer, Maya Franzoi, Clara Kushnir, Madeline Leon, Liam Macdonald, Matt Schichter, Ethan Yang, Adam Crew",Canada,20-12-2017,2017,84,"When A Small Town'S Letters To Santa Accidentally Go Up In Smoke, Two Elves Venture Out Of The North Pole To Retrieve Every Missing Wish.",Children
S115,Movie,4L,Gerardo Olivares,"Jean Reno, Hovik Keuchkerian, Susana Abaitua, Juan Dos Santos, Arturo Valls, Enrique San Francisco, Francesc Garrido, Eric Nguyen",Spain,12-07-2019,2019,105,"Hoping To Reunite With A Dying Friend, Two Longtime Pals Re-Create Their Desert Road Trip From Spain To Mali, Bringing Along His Estranged Daughter.",Comedies
S116,Movie,4Th Man Out,Andrew Nackman,"Evan Todd, Parker Young, Chord Overstreet, Jon Gabrus, Kate Flannery, Brooke Dillman, Jennifer Damiano, Jordan Lane Price, Alex Rennie, Jake Epstein",United States,05-05-2016,2015,86,"A Young Mechanic Comes Out To His Extremely Straight Best Friends. Once They Get Used To The Idea, They'Re Determined To Help Him Find The Right Guy.",Comedies
S117,Movie,4Th Republic,Ishaya Bako,"Kate Henshaw-Nuttal, Enyinna Nwigwe, Linda Ejiofor, Yakubu Mohammed, Bimbo Manuel, Sani Mu’Azu, Emil Hirai-Garuba, Rekiya Ibrahim Atta",Nigeria,13-06-2020,2019,120,"After The Election-Night Murder Of Her Campaign Manager At A Polling Site, A Gubernatorial Candidate Challenges The Corrupt Incumbent'S Victory.",Dramas
S118,Movie,5 Cowok Jagoan,Anggy Umbara,"Ario Bayu, Arifin Putra, Dwi Sasono, Muhadkly Acho, Cornelio Sunny, Tika Bravani, Nirina Zubir, Ganindra Bimo, Verdi Solaiman",Unknown,05-01-2019,2017,106,Yanto Asks His Friends To Help Save A Girlfriend Who Was Kidnapped By A Mobster. Silly Slapstick And Campy Crimefighting Ensues.,Action
S119,Movie,5 Flights Up,Richard Loncraine,"Josh Pais, Claire Van Der Boom, Morgan Freeman, Diane Keaton, Carrie Preston, Cynthia Nixon, Korey Jackson, Diane Ciesla, Michael Cristofer",United States,17-03-2019,2014,92,"A Couple Finds Unexpected Drama When, After 40 Years Of Living In The Same Brooklyn Walk-Up, They Attempt To Sell Their Apartment And Buy A New One.",Comedies
S120,Movie,5 Star Christmas,Marco Risi,"Massimo Ghini, Ricky Memphis, Martina Stella, Ralph Palka, Biagio Izzo, Riccardo Rossi, Paola Minaccioni",Italy,07-12-2018,2018,96,"When The Italian Prime Minister Meets His Lover And Political Rival While On An Official Trip To Budapest During Christmas Week, Things Go Topsy-Turvy.",Comedies
S121,Movie,5 To 7,Victor Levin,"Anton Yelchin, Bérénice Marlohe, Olivia Thirlby, Lambert Wilson, Frank Langella, Glenn Close",United States,16-03-2017,2014,97,A Young Novelist'S Life Is Turned Upside Down When A Chance Encounter Outside A New York Hotel Leads To An Intense Affair With A Diplomat'S Wife.,Comedies
S122,Movie,50 First Dates,Peter Segal,"Adam Sandler, Drew Barrymore, Rob Schneider, Sean Astin, Lusia Strus, Dan Aykroyd, Amy Hill, Allen Covert, Blake Clark, Maya Rudolph",United States,01-12-2020,2004,99,"After Falling For A Pretty Art Teacher Who Has No Short-Term Memory, A Marine Veterinarian Has To Win Her Over Again Every Single Day.",Comedies
S123,Movie,50/50,Jonathan Levine,"Joseph Gordon-Levitt, Seth Rogen, Anna Kendrick, Bryce Dallas Howard, Anjelica Huston, Serge Houde, Andrew Airlie, Matt Frewer, Philip Baker Hall, Marie Avgeropoulos, Jessica Parker Kennedy",United States,01-06-2019,2011,100,An Otherwise Healthy Twentysomething Has A Comically Early Midlife Crisis When He Gets Slapped With A Cancer Diagnosis And A 50-50 Chance Of Survival.,Comedies
S124,Movie,5Cm,Rizal Mantovani,"Herjunot Ali, Raline Shah, Fedi Nuril, Pevita Pearce, Saykoji, Denny Sumargo, Didi Petet, Firrina Sinatrya",Indonesia,28-09-2018,2012,126,"Five Friends Embark On A Mission To Climb The Highest Peak In Java, Overcoming Obstacles On The Way And Discovering The True Meaning Of Friendship.",Dramas
S125,Movie,5Gang,Matei Dima,"Andrei Selaru, Dorian Popa, Julia Marcan, Ana Radu, Cosmin Nedelcu, Diana Condurache, Andrei Gavril, Luca Bogdan",Romania,27-04-2020,2019,96,"To Keep The Band Together, Selly Tries To Earn Money By Making An Appearance At The Birthday Party Of A Mobster'S Daughter — Until He Gets Kidnapped.",Comedies
S126,Movie,6 Balloons,Marja Lewis Ryan,"Abbi Jacobson, Dave Franco, Jane Kaczmarek, Tim Matheson, Charlotte Carel, Madeline Carel, Maya Erskine, Dawan Owens, Jen Tullock",United States,06-04-2018,2018,75,A Loyal Sister Struggles To Stay Afloat While Driving Her Heroin-Addicted Brother To A Detox Center And Looking After His 2-Year-Old Daughter.,Dramas
S127,Movie,6 Days,Toa Fraser,"Jamie Bell, Abbie Cornish, Mark Strong, Martin Shaw, Ben Turner, Aymen Hamdouchi, Tim Pigott-Smith, Robert Portal, Colin Garlick, Andrew Grainger, Martin Hancock, Emun Elliott",New Zealand,08-02-2018,2017,94,"When Armed Gunmen Seize The Iranian Embassy In 1980, A Tense Six-Day Standoff Ensues While Elite British Soldiers Prepare For A Dangerous Raid.",Action
S128,Movie,6 Underground,Michael Bay,"Ryan Reynolds, Mélanie Laurent, Corey Hawkins, Dave Franco, Adria Arjona, Manuel Garcia-Rulfo, Ben Hardy, Lior Raz, Payman Maadi, Yuri Kolokolnikov, Kim Kold",United States,13-12-2019,2019,129,"After Faking His Death, A Tech Billionaire Recruits A Team Of International Operatives For A Bold And Bloody Mission To Take Down A Brutal Dictator.",Action
S129,Movie,6 Years,Hannah Fidell,"Taissa Farmiga, Ben Rosenfield, Lindsay Burdge, Joshua Leonard, Jennifer Lafleur, Peter Vack, Dana Wheeler-Nicholson, Jason Newman, Molly Mcmichael",United States,08-09-2015,2015,80,"As A Volatile Young Couple Who Have Been Together For Six Years Approach College Graduation, Unexpected Career Opportunities Threaten Their Future.",Dramas
S130,Movie,6-5=2,Bharat Jain,"Prashantt Guptha, Gaurav Paswala, Gaurav Kothari, Disha Kapoor, Niharica Raizada, Ashrut Jain, Darshan Machamada",India,01-11-2017,2014,103,"Six Friends Decide To Undertake A Grueling Mountain Trek, Only To Find That The Difficulties In Store For Them Are Not Merely Physical.",Horror Movies
